g.name,gs.name,v.id
STAT1,TH1_helper_vs_all_TNK_positive,v_hs67b
STAT4,TH1_helper_vs_all_TNK_positive,v_hs67b
TBX21,TH1_helper_vs_all_TNK_positive,v_hs67b
IL12RB2,TH1_helper_vs_all_TNK_positive,v_hs67b
IFNG,TH1_helper_vs_all_TNK_positive,v_hs67b
CXCR3,TH1_helper_vs_all_TNK_positive,v_hs67b
HAVCR2,TH1_helper_vs_all_TNK_positive,v_hs67b
IL2RB,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
ITGAL,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
B3GAT1,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
CD44,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
IL7R,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
CD58,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
IFNG,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
FAS,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
GZMB,KLRG1neg_effector_vs_all_TNK_positive,v_hs73b
GZMB,TH22_helper_vs_all_TNK_positive,v_hs65b
IL13,TH22_helper_vs_all_TNK_positive,v_hs65b
PDGFRB,TH22_helper_vs_all_TNK_positive,v_hs65b
IL22,TH22_helper_vs_all_TNK_positive,v_hs65b
CCR10,TH22_helper_vs_all_TNK_positive,v_hs65b
TNF,TH22_helper_vs_all_TNK_positive,v_hs65b
PDGFRA,TH22_helper_vs_all_TNK_positive,v_hs65b
XBP1,B_plasma_blast_vs_all_B_positive,v_hs6b
IL6RA,B_plasma_blast_vs_all_B_positive,v_hs6b
ZBTB20,B_plasma_blast_vs_all_B_positive,v_hs6b
TNFRSF17,B_plasma_blast_vs_all_B_positive,v_hs6b
IL6ST,B_plasma_blast_vs_all_B_positive,v_hs6b
CXCR4,B_plasma_blast_vs_all_B_positive,v_hs6b
IRF4,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DPB1,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DQB1,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DQA1,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DRA,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DPA1,B_plasma_blast_vs_all_B_positive,v_hs6b
CD27,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DMB,B_plasma_blast_vs_all_B_positive,v_hs6b
MKI67,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DRB4,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DMA,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DRB3,B_plasma_blast_vs_all_B_positive,v_hs6b
HLA-DOB,B_plasma_blast_vs_all_B_positive,v_hs6b
CD38,B_plasma_blast_vs_all_B_positive,v_hs6b
SLAMF7,B_plasma_blast_vs_all_B_positive,v_hs6b
CCL17,M_mac_IL4_IL13_response,v_hs90
PDCD1LG2,M_mac_IL4_IL13_response,v_hs90
CCL24,M_mac_IL4_IL13_response,v_hs90
CCL22,M_mac_IL4_IL13_response,v_hs90
IRF4,M_mac_IL4_IL13_response,v_hs90
CDH1,M_mac_IL4_IL13_response,v_hs90
CCL8,M_mac_IL4_IL13_response,v_hs90
NR2F6,M_mac_IL4_IL13_response,v_hs90
CLEC7A,M_mac_IL4_IL13_response,v_hs90
CLEC10A,M_mac_IL4_IL13_response,v_hs90
IL13RA1,M_mac_IL4_IL13_response,v_hs90
PPARD,M_mac_IL4_IL13_response,v_hs90
MRC1,M_mac_IL4_IL13_response,v_hs90
IL4R,M_mac_IL4_IL13_response,v_hs90
RNASE2,M_mac_IL4_IL13_response,v_hs90
SOCS2,M_mac_IL4_IL13_response,v_hs90
PPARG,M_mac_IL4_IL13_response,v_hs90
ARG1,M_mac_IL4_IL13_response,v_hs90
S1PR4,Central_memory_vs_all_TNK_positive,v_hs78b
CD27,Central_memory_vs_all_TNK_positive,v_hs78b
CXCR3,Central_memory_vs_all_TNK_positive,v_hs78b
CD58,Central_memory_vs_all_TNK_positive,v_hs78b
CD44,Central_memory_vs_all_TNK_positive,v_hs78b
S1PR1,Central_memory_vs_all_TNK_positive,v_hs78b
IL7R,Central_memory_vs_all_TNK_positive,v_hs78b
CCR7,Central_memory_vs_all_TNK_positive,v_hs78b
ITGAL,Central_memory_vs_all_TNK_positive,v_hs78b
CD28,Central_memory_vs_all_TNK_positive,v_hs78b
SELL,Central_memory_vs_all_TNK_positive,v_hs78b
FAS,Central_memory_vs_all_TNK_positive,v_hs78b
IL2RB,Central_memory_vs_all_TNK_positive,v_hs78b
TGFB2,B_reg_vs_all_B_positive,v_hs11b
EBI3,B_reg_vs_all_B_positive,v_hs11b
IL12A,B_reg_vs_all_B_positive,v_hs11b
IL10,B_reg_vs_all_B_positive,v_hs11b
TGFB1,B_reg_vs_all_B_positive,v_hs11b
VEGFA,M_angiogenesis_regulation_positive,v_hs63b
FGF2,M_angiogenesis_regulation_positive,v_hs63b
ADM,M_angiogenesis_regulation_positive,v_hs63b
JAG1,M_angiogenesis_regulation_positive,v_hs63b
FGF1,M_angiogenesis_regulation_positive,v_hs63b
PDGFB,M_angiogenesis_regulation_positive,v_hs63b
SEMA4D,M_angiogenesis_regulation_positive,v_hs63b
CCL2,M_angiogenesis_regulation_positive,v_hs63b
ENG,M_angiogenesis_regulation_positive,v_hs63b
PDGFA,M_angiogenesis_regulation_positive,v_hs63b
TYMP,M_angiogenesis_regulation_positive,v_hs63b
ANGPT2,M_angiogenesis_regulation_positive,v_hs63b
STC1,M_angiogenesis_regulation_positive,v_hs63b
PLAU,M_angiogenesis_regulation_positive,v_hs63b
STC2,M_angiogenesis_regulation_positive,v_hs63b
PF4,M_angiogenesis_regulation_positive,v_hs63b
THBS1,M_angiogenesis_regulation_positive,v_hs63b
PDGFD,M_angiogenesis_regulation_positive,v_hs63b
TEK2,M_angiogenesis_regulation_positive,v_hs63b
MMP9,M_angiogenesis_regulation_positive,v_hs63b
JAG2,M_angiogenesis_regulation_positive,v_hs63b
ANGPT1,M_angiogenesis_regulation_positive,v_hs63b
VEGFC,M_angiogenesis_regulation_positive,v_hs63b
POSTN,M_angiogenesis_regulation_positive,v_hs63b
MMP7,M_angiogenesis_regulation_positive,v_hs63b
PDGFC,M_angiogenesis_regulation_positive,v_hs63b
RTN3,M_angiogenesis_regulation_positive,v_hs63b
CXCL8,M_angiogenesis_regulation_positive,v_hs63b
TGFB1,M_angiogenesis_regulation_positive,v_hs63b
VEGFD,M_angiogenesis_regulation_positive,v_hs63b
VEGFB,M_angiogenesis_regulation_positive,v_hs63b
IGHM,B_pb_t2_vs_all_B_positive,v_hs15b
CR2,B_pb_t2_vs_all_B_positive,v_hs15b
JCHAIN,B_pb_t2_vs_all_B_positive,v_hs15b
FCER2,B_pb_t2_vs_all_B_positive,v_hs15b
PRSS3,B_pb_t2_vs_all_B_positive,v_hs15b
MME,B_pb_t2_vs_all_B_positive,v_hs15b
CD38,B_pb_t2_vs_all_B_positive,v_hs15b
CD24,B_pb_t2_vs_all_B_positive,v_hs15b
IL10,B_pb_t2_vs_all_B_positive,v_hs15b
IGHD,B_pb_t2_vs_all_B_positive,v_hs15b
S1PR4,Naive_vs_all_TNK_positive,v_hs18b
CD28,Naive_vs_all_TNK_positive,v_hs18b
S1PR1,Naive_vs_all_TNK_positive,v_hs18b
IL7R,Naive_vs_all_TNK_positive,v_hs18b
CD27,Naive_vs_all_TNK_positive,v_hs18b
CCR7,Naive_vs_all_TNK_positive,v_hs18b
SELL,Naive_vs_all_TNK_positive,v_hs18b
DTX1,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
CD1D,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
NOTCH2,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
JCHAIN,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
CD1C,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
CD24,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
IGHM,B_memory_igm_MZ_vs_all_B_positive,v_hs10b
KIT,mast_lineage_vs_all_myeloid_positive,v_hs44b
TPSB2,mast_lineage_vs_all_myeloid_positive,v_hs44b
ENPP3,mast_lineage_vs_all_myeloid_positive,v_hs44b
MS4A2,mast_lineage_vs_all_myeloid_positive,v_hs44b
TPSD1,mast_lineage_vs_all_myeloid_positive,v_hs44b
PTGDR,mast_lineage_vs_all_myeloid_positive,v_hs44b
GATA2,mast_lineage_vs_all_myeloid_positive,v_hs44b
HDC,mast_lineage_vs_all_myeloid_positive,v_hs44b
IL1RL1,mast_lineage_vs_all_myeloid_positive,v_hs44b
TPSAB1,mast_lineage_vs_all_myeloid_positive,v_hs44b
IDH3B,TCA_cycle,v_hs60b
PDHA1,TCA_cycle,v_hs60b
SDHC,TCA_cycle,v_hs60b
PDHA2,TCA_cycle,v_hs60b
SUCLA2,TCA_cycle,v_hs60b
IDH2,TCA_cycle,v_hs60b
PDHX,TCA_cycle,v_hs60b
OGDH,TCA_cycle,v_hs60b
FH,TCA_cycle,v_hs60b
PDHB,TCA_cycle,v_hs60b
SDHB,TCA_cycle,v_hs60b
ACO2,TCA_cycle,v_hs60b
PDP1,TCA_cycle,v_hs60b
SDHA,TCA_cycle,v_hs60b
CS,TCA_cycle,v_hs60b
IDH3A,TCA_cycle,v_hs60b
ACO1,TCA_cycle,v_hs60b
IDH1,TCA_cycle,v_hs60b
IDH3G,TCA_cycle,v_hs60b
MDH1,TCA_cycle,v_hs60b
MDH2,TCA_cycle,v_hs60b
ADAR,type_I_ifn_response_positive,v_hs55b
IFITM2,type_I_ifn_response_positive,v_hs55b
IFITM3,type_I_ifn_response_positive,v_hs55b
OASL,type_I_ifn_response_positive,v_hs55b
MX1,type_I_ifn_response_positive,v_hs55b
IFIH1,type_I_ifn_response_positive,v_hs55b
TENT5C,type_I_ifn_response_positive,v_hs55b
IFI6,type_I_ifn_response_positive,v_hs55b
IRF1,type_I_ifn_response_positive,v_hs55b
ISG15,type_I_ifn_response_positive,v_hs55b
NAMPT,type_I_ifn_response_positive,v_hs55b
RTP4,type_I_ifn_response_positive,v_hs55b
MCOLN2,type_I_ifn_response_positive,v_hs55b
IFI44L,type_I_ifn_response_positive,v_hs55b
DDX58,type_I_ifn_response_positive,v_hs55b
TREX1,type_I_ifn_response_positive,v_hs55b
LY6E,type_I_ifn_response_positive,v_hs55b
CXCL8,TH17_helper_vs_all_TNK_positive,v_hs83b
IL6,TH17_helper_vs_all_TNK_positive,v_hs83b
IL26,TH17_helper_vs_all_TNK_positive,v_hs83b
STAT3,TH17_helper_vs_all_TNK_positive,v_hs83b
IL22,TH17_helper_vs_all_TNK_positive,v_hs83b
IL17B,TH17_helper_vs_all_TNK_positive,v_hs83b
IL23R,TH17_helper_vs_all_TNK_positive,v_hs83b
IL21,TH17_helper_vs_all_TNK_positive,v_hs83b
IL12RB2,TH17_helper_vs_all_TNK_positive,v_hs83b
IL13RA1,TH17_helper_vs_all_TNK_positive,v_hs83b
IL12RB1,TH17_helper_vs_all_TNK_positive,v_hs83b
CCR6,TH17_helper_vs_all_TNK_positive,v_hs83b
RORC,TH17_helper_vs_all_TNK_positive,v_hs83b
KLRB1,TH17_helper_vs_all_TNK_positive,v_hs83b
IL1R1,TH17_helper_vs_all_TNK_positive,v_hs83b
IL17F,TH17_helper_vs_all_TNK_positive,v_hs83b
IL17A,TH17_helper_vs_all_TNK_positive,v_hs83b
CFI,complement,v_hs5b
C3,complement,v_hs5b
CFH,complement,v_hs5b
C7,complement,v_hs5b
MASP1,complement,v_hs5b
C5,complement,v_hs5b
CFD,complement,v_hs5b
MBL2,complement,v_hs5b
C8A,complement,v_hs5b
C4B,complement,v_hs5b
C9,complement,v_hs5b
C6,complement,v_hs5b
C1R,complement,v_hs5b
C1QB,complement,v_hs5b
CFB,complement,v_hs5b
C4A,complement,v_hs5b
C1QA,complement,v_hs5b
C1S,complement,v_hs5b
IL25,TH2_helper_vs_all_TNK_positive,v_hs68b
STAT6,TH2_helper_vs_all_TNK_positive,v_hs68b
IL9,TH2_helper_vs_all_TNK_positive,v_hs68b
IL33,TH2_helper_vs_all_TNK_positive,v_hs68b
IL31,TH2_helper_vs_all_TNK_positive,v_hs68b
IL17RB,TH2_helper_vs_all_TNK_positive,v_hs68b
PTGDR2,TH2_helper_vs_all_TNK_positive,v_hs68b
IL13,TH2_helper_vs_all_TNK_positive,v_hs68b
GATA3,TH2_helper_vs_all_TNK_positive,v_hs68b
HAVCR1,TH2_helper_vs_all_TNK_positive,v_hs68b
IL4,TH2_helper_vs_all_TNK_positive,v_hs68b
IL5,TH2_helper_vs_all_TNK_positive,v_hs68b
PRDM1,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
IRF4,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
CXCL13,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
NR4A1,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
NR4A2,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
NR4A3,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
CD244,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
ID2,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
EOMES,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
HAVCR2,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
PDCD1,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
LAG3,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
TOX,Exhaustion_terminal_vs_all_TNK_positive,v_hs66b
BCL2,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
CD200,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
ID3,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
CXCR3,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
LAG3,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
ICOS,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
BCL6,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
XCR1,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
CXCR5,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
HNF1A,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
SLAMF6,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
TOX,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
PDCD1,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
GZMK,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
TBX21,Exhaustion_pre_vs_all_TNK_positive,v_hs80b
ITM2A,PD-1_signaling_positive,v_hs89
DOK2,PD-1_signaling_positive,v_hs89
RHOH,PD-1_signaling_positive,v_hs89
CD28,PD-1_signaling_positive,v_hs89
SH2D2A,PD-1_signaling_positive,v_hs89
NT5E,PD-1_signaling_positive,v_hs89
ANXA1,PD-1_signaling_positive,v_hs89
IL10RB,PD-1_signaling_positive,v_hs89
FBXW7,PD-1_signaling_positive,v_hs89
GBP1,PD-1_signaling_positive,v_hs89
LCP2,PD-1_signaling_positive,v_hs89
IRF9,PD-1_signaling_positive,v_hs89
GRB2,PD-1_signaling_positive,v_hs89
BATF,PD-1_signaling_positive,v_hs89
BTN3A2,PD-1_signaling_positive,v_hs89
TESPA1,PD-1_signaling_positive,v_hs89
HMGCS1,PD-1_signaling_positive,v_hs89
PTPRO,PD-1_signaling_positive,v_hs89
CCR1,PD-1_signaling_positive,v_hs89
COMMD3,PD-1_signaling_positive,v_hs89
SLA,PD-1_signaling_positive,v_hs89
LAX1,PD-1_signaling_positive,v_hs89
CIC,PD-1_signaling_positive,v_hs89
APOL6,PD-1_signaling_positive,v_hs89
ANXA2,PD-1_signaling_positive,v_hs89
HLA-E,type_II_ifn_response_positive,v_hs56b
HLA-DQB1,type_II_ifn_response_positive,v_hs56b
HLA-DQA1,type_II_ifn_response_positive,v_hs56b
HLA-DRB4,type_II_ifn_response_positive,v_hs56b
CXCL9,type_II_ifn_response_positive,v_hs56b
IRF1,type_II_ifn_response_positive,v_hs56b
HLA-DPB1,type_II_ifn_response_positive,v_hs56b
HLA-DRB3,type_II_ifn_response_positive,v_hs56b
CD274,type_II_ifn_response_positive,v_hs56b
MYC,type_II_ifn_response_positive,v_hs56b
HLA-DOB,type_II_ifn_response_positive,v_hs56b
HLA-DMA,type_II_ifn_response_positive,v_hs56b
HLA-DMB,type_II_ifn_response_positive,v_hs56b
HLA-G,type_II_ifn_response_positive,v_hs56b
HLA-DRA,type_II_ifn_response_positive,v_hs56b
CXCL10,type_II_ifn_response_positive,v_hs56b
HLA-DPA1,type_II_ifn_response_positive,v_hs56b
FCGR3A,NK_adaptive_vs_all_TNK_positive,v_hs79b
NCAM1,NK_adaptive_vs_all_TNK_positive,v_hs79b
KLRC2,NK_adaptive_vs_all_TNK_positive,v_hs79b
CD2,NK_adaptive_vs_all_TNK_positive,v_hs79b
LILRB1,NK_adaptive_vs_all_TNK_positive,v_hs79b
IFNG,NK_adaptive_vs_all_TNK_positive,v_hs79b
B3GAT1,NK_adaptive_vs_all_TNK_positive,v_hs79b
MARCO,M_mac_vs_all_M_positive,v_hs46b
CD36,M_mac_vs_all_M_positive,v_hs46b
MSR1,M_mac_vs_all_M_positive,v_hs46b
CD68,M_mac_vs_all_M_positive,v_hs46b
APOE,M_mac_vs_all_M_positive,v_hs46b
MRC1,M_mac_vs_all_M_positive,v_hs46b
CD163,M_mac_vs_all_M_positive,v_hs46b
PGM1,glycogenesis,v_hs57b
UGP2,glycogenesis,v_hs57b
GYS2,glycogenesis,v_hs57b
GSK3B,glycogenesis,v_hs57b
PGM2,glycogenesis,v_hs57b
GYS1,glycogenesis,v_hs57b
GBE1,glycogenesis,v_hs57b
GSK3A,glycogenesis,v_hs57b
CD69,Tissue_resident_memory_vs_all_TNK_positive,v_hs71b
ITGAE,Tissue_resident_memory_vs_all_TNK_positive,v_hs71b
ITGAL,Tissue_resident_memory_vs_all_TNK_positive,v_hs71b
CD44,Tissue_resident_memory_vs_all_TNK_positive,v_hs71b
H6PD,pentose_phosphate_pathway,v_hs59b
RPIA,pentose_phosphate_pathway,v_hs59b
TKTL2,pentose_phosphate_pathway,v_hs59b
TALDO1,pentose_phosphate_pathway,v_hs59b
PGLS,pentose_phosphate_pathway,v_hs59b
TKT,pentose_phosphate_pathway,v_hs59b
G6PD,pentose_phosphate_pathway,v_hs59b
RPE,pentose_phosphate_pathway,v_hs59b
TKTL1,pentose_phosphate_pathway,v_hs59b
PGD,pentose_phosphate_pathway,v_hs59b
ENTPD1,Treg_vs_all_TNK_positive,v_hs76b
IL2RA,Treg_vs_all_TNK_positive,v_hs76b
TGFB1,Treg_vs_all_TNK_positive,v_hs76b
NT5E,Treg_vs_all_TNK_positive,v_hs76b
TNFRSF9,Treg_vs_all_TNK_positive,v_hs76b
TNFRSF18,Treg_vs_all_TNK_positive,v_hs76b
FOXP3,Treg_vs_all_TNK_positive,v_hs76b
CTLA4,Treg_vs_all_TNK_positive,v_hs76b
CD28,Effector_memory_vs_all_TNK_positive,v_hs81b
B3GAT1,Effector_memory_vs_all_TNK_positive,v_hs81b
IL7R,Effector_memory_vs_all_TNK_positive,v_hs81b
CD27,Effector_memory_vs_all_TNK_positive,v_hs81b
FAS,Effector_memory_vs_all_TNK_positive,v_hs81b
CD58,Effector_memory_vs_all_TNK_positive,v_hs81b
ITGAL,Effector_memory_vs_all_TNK_positive,v_hs81b
IL2RB,Effector_memory_vs_all_TNK_positive,v_hs81b
CD44,Effector_memory_vs_all_TNK_positive,v_hs81b
GNLY,TNK_cellular_cytotoxicity_effectors,v_hs52b
TNFSF10,TNK_cellular_cytotoxicity_effectors,v_hs52b
LAMP2,TNK_cellular_cytotoxicity_effectors,v_hs52b
NKG7,TNK_cellular_cytotoxicity_effectors,v_hs52b
STXBP2,TNK_cellular_cytotoxicity_effectors,v_hs52b
PRF1,TNK_cellular_cytotoxicity_effectors,v_hs52b
GZMM,TNK_cellular_cytotoxicity_effectors,v_hs52b
GZMK,TNK_cellular_cytotoxicity_effectors,v_hs52b
FASLG,TNK_cellular_cytotoxicity_effectors,v_hs52b
FGFBP2,TNK_cellular_cytotoxicity_effectors,v_hs52b
GZMB,TNK_cellular_cytotoxicity_effectors,v_hs52b
GZMA,TNK_cellular_cytotoxicity_effectors,v_hs52b
GZMH,TNK_cellular_cytotoxicity_effectors,v_hs52b
LAMP1,TNK_cellular_cytotoxicity_effectors,v_hs52b
PTGDR2,ILC2_vs_all_TNK_positive,v_hs86b
KLRB1,ILC2_vs_all_TNK_positive,v_hs86b
AHR,ILC2_vs_all_TNK_positive,v_hs86b
IL7R,ILC2_vs_all_TNK_positive,v_hs86b
IL17RB,ILC2_vs_all_TNK_positive,v_hs86b
CCR4,ILC2_vs_all_TNK_positive,v_hs86b
GATA3,ILC2_vs_all_TNK_positive,v_hs86b
ICOS,ILC2_vs_all_TNK_positive,v_hs86b
IL2RA,ILC2_vs_all_TNK_positive,v_hs86b
KLRG1,ILC2_vs_all_TNK_positive,v_hs86b
IGHM,B_memory_switched_vs_all_B_positive,v_hs8b
IGHG3,B_memory_switched_vs_all_B_positive,v_hs8b
IGHA2,B_memory_switched_vs_all_B_positive,v_hs8b
IGHG2,B_memory_switched_vs_all_B_positive,v_hs8b
JCHAIN,B_memory_switched_vs_all_B_positive,v_hs8b
IGHA1,B_memory_switched_vs_all_B_positive,v_hs8b
IGHG1,B_memory_switched_vs_all_B_positive,v_hs8b
IGHG4,B_memory_switched_vs_all_B_positive,v_hs8b
CD24,B_memory_switched_vs_all_B_positive,v_hs8b
CD38,B_memory_switched_vs_all_B_positive,v_hs8b
FAS,B_memory_switched_vs_all_B_positive,v_hs8b
CD27,B_memory_switched_vs_all_B_positive,v_hs8b
CXCR3,B_memory_switched_vs_all_B_positive,v_hs8b
